date,company,ticker,cusip,change,new_shares
2/23/2021,PINDUODUO INC-ADR,PDD,722304102,775.0,254025.00
2/23/2021,FATE THERAPEUTICS INC,FATE,31189P102,60686.0,1346779.00
2/23/2021,UNITY SOFTWARE INC,U,91332U101,379178.0,4339516.00
2/23/2021,EXPERIENCE INVESTMENT CORP-A,EXPC,30217C109,386955.0,2256093.00
2/23/2021,TESLA INC,TSLA,88160R101,159702.0,3525023.00
2/23/2021,VERISK ANALYTICS INC,VRSK,92345Y106,480.0,157736.00
2/23/2021,TWITTER INC,TWTR,90184L102,855485.0,1867325.00
2/23/2021,MEITUAN-CLASS B,3690,BGJW376,7000.0,2380182.00
2/23/2021,CM LIFE SCIENCES INC-CLASS A,CMLF,18978W109,401437.0,2869953.00
2/23/2021,WORKDAY INC-CLASS A,WDAY,98138H101,1035.0,339074.00
2/23/2021,10X GENOMICS INC-CLASS A,TXG,88025U109,15192.0,1808669.00
2/23/2021,BILL.COM HOLDINGS INC,BILL,090043100,440.0,144659.00
2/23/2021,BEAM THERAPEUTICS INC,BEAM,07373V105,235142.0,827516.00
2/23/2021,TCS GROUP HOLDING-GDR REG S,TCS LI,87238U203,4255.0,1395345.00
2/23/2021,ZHONGAN ONLINE P&C INSURAN-H,6060,BYZQ099,49000.0,16058845.00
2/23/2021,JSC KASPI.KZ GDR-REG S,KSPI,BMXZ8G7,260.0,85319.00
2/23/2021,OPENDOOR TECHNOLOGIES INC,OPEN,683712103,274877.0,6235765.00
2/23/2021,ACCOLADE INC,ACCD,00437E102,38962.0,4660394.00
2/23/2021,DISCOVERY LTD,DSY,6177878,403054.0,5289051.00
2/23/2021,INTUIT INC,INTU,461202103,630.0,207150.00
2/23/2021,PING AN HEALTHCARE AND TECHN,1833,BDRYVB3,9500.0,3127300.00
2/23/2021,MARKETAXESS HOLDINGS INC,MKTX,57060D108,105.0,34401.00
2/23/2021,BUTTERFLY NETWORK INC,BFLY,124155102,541752.0,2972492.00
2/23/2021,SCHWAB (CHARLES) CORP,SCHW,808513105,3020.0,990384.00
2/23/2021,ADYEN NV,ADYEN,BZ1HM42,185.0,60081.00
2/23/2021,SIGNIFY HEALTH INC -CLASS A,SGFY,82671G100,500965.0,1150411.00
2/23/2021,FACEBOOK INC-CLASS A,FB,30303M102,62427.0,654698.00
2/23/2021,BASE INC,4477,BKRQ8Q2,1500.0,473800.00
2/23/2021,RAVEN INDUSTRIES INC,RAVN,754212108,29523.0,1223052.00
2/23/2021,908 DEVICES INC,MASS,65443P102,45267.0,680791.00
2/23/2021,LIGHTSPEED POS INC-SUB VOTE,LSPD,BGHVW01,1500.0,464763.00
2/23/2021,VUZIX CORP,VUZI,92921W300,197440.0,490875.00
2/23/2021,HDFC BANK LTD-ADR,HDB,40415F101,1730.0,566923.00
2/23/2021,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,102045.0,2800355.00
2/23/2021,YEAHKA LTD,9923,BL58D39,32000.0,10585600.00
2/23/2021,Z HOLDINGS CORP,4689,6084848,45500.0,14950830.00
2/23/2021,GUIDEWIRE SOFTWARE INC,GWRE,40171V100,1355.0,444143.00
