date,company,ticker,cusip,change,new_shares
2/22/2021,TRIMBLE INC,TRMB,896239100,20153.0,2512567.00
2/22/2021,VIRGIN GALACTIC HOLDINGS INC,SPCE,92766K106,12964.0,1615926.00
2/22/2021,TRADE DESK INC/THE -CLASS A,TTD,88339J105,1960.0,146308.00
2/22/2021,CERUS CORP,CERS,157085101,481982.0,18903755.00
2/22/2021,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,4998.0,371956.00
2/22/2021,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,1050235.0,3358944.00
2/22/2021,HUBSPOT INC,HUBS,443573100,2436.0,181663.00
2/22/2021,VERACYTE INC,VCYT,92337F107,143961.0,4800960.00
2/22/2021,ROKU INC,ROKU,77543R102,349174.0,4036263.00
2/22/2021,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,31784.0,1426553.00
2/22/2021,TELEDYNE TECHNOLOGIES INC,TDY,879360105,1862.0,232277.00
2/22/2021,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,4733.0,642521.00
2/22/2021,IONIS PHARMACEUTICALS INC,IONS,462222100,71914.0,4151216.00
2/22/2021,INTELLIA THERAPEUTICS INC,NTLA,45826J105,153272.0,6402822.00
2/22/2021,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,349901.0,11229923.00
2/22/2021,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,144875.0,5014189.00
2/22/2021,MATERIALISE NV-ADR,MTLS,57667T100,120124.0,5719547.00
2/22/2021,LENDINGCLUB CORP,LC,52603A208,61768.0,4596130.00
2/22/2021,SKILLZ INC,SKLZ,83067L109,21028.0,1564308.00
2/22/2021,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,143375.0,3111768.00
2/22/2021,DRAFTKINGS INC - CL A,DKNG,26142R104,19256.0,1519358.00
2/22/2021,EVOGENE LTD,EVGN,M4119S104,78269.0,4517860.00
2/22/2021,SYNOPSYS INC,SNPS,871607107,24287.0,960602.00
2/22/2021,PELOTON INTERACTIVE INC-A,PTON,70614W100,10248.0,762007.00
2/22/2021,BAIDU INC - SPON ADR,BIDU,056752108,64593.0,2851080.00
2/22/2021,INVITAE CORP,NVTA,46185L103,419362.0,17310715.00
2/22/2021,FASTLY INC - CLASS A,FSLY,31188V100,21448.0,1595909.00
2/22/2021,CLOUDFLARE INC - CLASS A,NET,18915M107,14098.0,1049188.00
2/22/2021,KOMATSU LTD -SPONS ADR,KMTUY,500458401,31794.0,3963362.00
2/22/2021,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,3115.0,387670.00
2/22/2021,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,418925.0,7196485.00
2/22/2021,LENDINGTREE INC,TREE UW,52603B107,26736.0,1213994.00
2/22/2021,DOCUSIGN INC,DOCU,256163106,44910.0,2117125.00
2/22/2021,EXONE CO/THE,XONE,302104104,8001.0,997483.00
2/22/2021,ATLASSIAN CORP PLC-CLASS A,TEAM,G06242104,4270.0,317546.00
2/22/2021,HIMS & HERS HEALTH INC,HIMS,433000106,342676.0,519233.00
2/22/2021,ANSYS INC,ANSS,03662Q105,917.0,114446.00
2/22/2021,ROCKWELL AUTOMATION INC,ROK,773903109,1407.0,175177.00
2/22/2021,FLIR SYSTEMS INC,FLIR,302445101,6440.0,802833.00
2/22/2021,XILINX INC,XLNX,983919101,2576.0,321230.00
2/22/2021,PACCAR INC,PCAR,693718108,55567.0,2877441.00
2/22/2021,ZILLOW GROUP INC - C,Z,98954M200,255219.0,5275163.00
2/22/2021,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,104397.0,4831706.00
2/22/2021,PAGERDUTY INC,PD,69553P100,164498.0,7489431.00
2/22/2021,NVIDIA CORP,NVDA,67066G104,5189.0,173347.00
2/22/2021,PLURISTEM THERAPEUTICS INC,PSTI,72940R300,65518.0,3781322.00
2/22/2021,TWIST BIOSCIENCE CORP,TWST,90184D100,121529.0,3129241.00
2/22/2021,WORKHORSE GROUP INC,WKHS,98138J206,21119.0,2632271.00
2/22/2021,REGENERON PHARMACEUTICALS,REGN,75886F107,30795.0,594469.00
2/22/2021,AEROVIRONMENT INC,AVAV,008073108,5054.0,629996.00
2/22/2021,PAYPAL HOLDINGS INC,PYPL,70450Y103,52196.0,2501841.00
2/22/2021,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,36162.0,2087576.00
2/22/2021,SNAP INC - A,SNAP,83304A106,67338.0,2346336.00
2/22/2021,MAGNA INTERNATIONAL INC,MGA,559222401,6251.0,778472.00
2/22/2021,KRATOS DEFENSE & SECURITY,KTOS,50077B207,41034.0,5115933.00
2/22/2021,HUYA INC-ADR,HUYA,44852D108,183910.0,6822005.00
2/22/2021,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,13937.0,1737591.00
2/22/2021,1LIFE HEALTHCARE INC,ONEM,68269G107,5207.0,298948.00
2/22/2021,APPLE INC,AAPL,037833100,136714.0,289818.00
2/22/2021,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY,771195104,197702.0,11413118.00
2/22/2021,OKTA INC,OKTA,679295105,3556.0,264637.00
2/22/2021,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,67199.0,3879128.00
2/22/2021,KE HOLDINGS INC,BEKE,482497104,133736.0,6053418.00
2/22/2021,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,38417.0,2217775.00
2/22/2021,TERADYNE INC,TER,880770102,28997.0,1107553.00
2/22/2021,SURFACE ONCOLOGY INC,SURF,86877M209,70520.0,4069375.00
2/22/2021,MERCADOLIBRE INC,MELI,58733R102,430.0,51797.00
2/22/2021,SERES THERAPEUTICS INC,MCRB,81750R102,205199.0,7970749.00
2/22/2021,NANO DIMENSION LTD - ADR,NNDM,63008G203,144956.0,7559513.00
2/22/2021,ELBIT SYSTEMS LTD,ESLT,M3760D101,2261.0,281986.00
2/22/2021,INCYTE CORP,INCY,45337C102,57113.0,3297206.00
2/22/2021,SHOPIFY INC - CLASS A,SHOP,82509L107,12387.0,543378.00
2/22/2021,CATERPILLAR INC,CAT,149123101,4172.0,520311.00
2/22/2021,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,119224.0,8871962.00
2/22/2021,SEA LTD-ADR,SE,81141R100,179878.0,1403741.00
2/22/2021,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,686852.0,6157516.00
2/22/2021,PHREESIA INC,PHR,71944F106,32718.0,1888955.00
2/22/2021,JD.COM INC-ADR,JD,47215P106,25170.0,1795774.00
2/22/2021,ABBVIE INC,ABBV,00287Y109,10578.0,610406.00
2/22/2021,AGORA INC-ADR,API,00851L103,32480.0,2417222.00
2/22/2021,ALPHABET INC-CL C,GOOG,02079K107,581.0,72352.00
2/22/2021,SAREPTA THERAPEUTICS INC,SRPT,803607100,31734.0,1832441.00
2/22/2021,CASTLE BIOSCIENCES INC,CSTL,14843C105,49651.0,2865395.00
2/22/2021,NXP SEMICONDUCTORS NV,NXPI,N6596X109,5558.0,693131.00
2/22/2021,PURE STORAGE INC - CLASS A,PSTG,74624M102,605191.0,21142054.00
2/22/2021,GUARDANT HEALTH INC,GH,40131M109,13448.0,775822.00
2/22/2021,REPARE THERAPEUTICS INC,RPTX,760273102,13452.0,1295460.00
2/22/2021,ADYEN NV-UNSPON ADR,ADYEY,00783V104,26796.0,1993314.00
2/22/2021,NETFLIX INC,NFLX,64110L106,5334.0,396502.00
2/22/2021,INTUITIVE SURGICAL INC,ISRG,46120E602,700.0,86898.00
2/22/2021,PINTEREST INC- CLASS A,PINS,72352L106,39601.0,1637634.00
2/22/2021,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,58905.0,1850870.00
2/22/2021,CAREDX INC,CDNA,14167L103,94300.0,5444304.00
2/22/2021,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,150128.0,7340297.00
2/22/2021,SALESFORCE.COM INC,CRM,79466L302,273145.0,381547.00
2/22/2021,ORGANOVO HOLDINGS INC,ONVO ,68620A203,10390.0,131795.00
2/22/2021,SCHRODINGER INC,SDGR,80810D103,31037.0,1790492.00
2/22/2021,LOCKHEED MARTIN CORP,LMT,539830109,2373.0,296226.00
2/22/2021,SPLUNK INC,SPLK,848637104,178974.0,1307.00
2/22/2021,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,77463.0,3377714.00
2/22/2021,PERSONALIS INC,PSNL,71535D106,115087.0,6643731.00
2/22/2021,SQUARE INC - A,SQ,852234103,108981.0,5206826.00
2/22/2021,COMPUGEN LTD,CGEN,M25722105,278067.0,9945716.00
2/22/2021,ALPHABET INC-CL A,GOOGL,02079K305,6730.0,72371.00
2/22/2021,AUTODESK INC,ADSK,052769106,868.0,108372.00
2/22/2021,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,874060205,373428.0,21557200.00
2/22/2021,2U INC,TWOU,90214J101,179682.0,7987942.00
2/22/2021,TWILIO INC - A,TWLO,90138F102,30302.0,1394668.00
2/22/2021,CRISPR THERAPEUTICS AG,CRSP,H17182108,148544.0,6019835.00
2/22/2021,DEERE & CO,DE,244199105,4536.0,565591.00
2/22/2021,EXACT SCIENCES CORP,EXAS,30063P105,147741.0,4270085.00
2/22/2021,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,152919.0,5332420.00
2/22/2021,AMAZON.COM INC,AMZN,023135106,1829.0,14196.00
2/22/2021,CELLECTIS - ADR,CLLS,15117K103,103074.0,5950139.00
2/22/2021,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,14637.0,844726.00
2/22/2021,STRATASYS LTD,SSYS,M85548101,132042.0,6629873.00
2/22/2021,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,5229.0,157219.00
2/22/2021,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,7080202.550000012,139841625.35
2/22/2021,BRISTOL-MYERS SQUIBB CO,BMY,110122108,52193.0,3013223.00
2/22/2021,TELADOC HEALTH INC,TDOC,87918A105,172267.0,5050555.00
2/22/2021,CODEXIS INC,CDXS,192005106,106969.0,6174422.00
2/22/2021,EDITAS MEDICINE INC,EDIT,28106W103,150617.0,6600062.00
2/22/2021,BYD CO LTD-UNSPONSORED ADR,BYDDY,05606L100,11676.0,1455242.00
2/22/2021,ADOBE INC,ADBE,00724F101,2590.0,192649.00
2/22/2021,BERKELEY LIGHTS INC,BLI,084310101,45223.0,2609662.00
2/22/2021,THERMO FISHER SCIENTIFIC INC,TMO,883556102,43644.0,351925.00
2/22/2021,PROTO LABS INC,PRLB,743713109,57957.0,3083499.00
2/22/2021,AQUABOUNTY TECHNOLOGIES,AQB,03842K200,147190.0,8496312.00
