date,company,ticker,cusip,change,new_shares
2/18/2021,TESLA INC,TSLA,88160R101,16207.0,3119703.00
2/18/2021,ROKU INC,ROKU,77543R102,21489.0,4135823.00
2/18/2021,SQUARE INC - A,SQ,852234103,27512.0,5296984.00
2/18/2021,TELADOC HEALTH INC,TDOC,87918A105,25954.0,4995875.00
2/18/2021,ZILLOW GROUP INC - C,Z,98954M200,27113.0,5218083.00
2/18/2021,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,13547.0,2608530.00
2/18/2021,BAIDU INC - SPON ADR,BIDU,056752108,15695.0,3019452.00
2/18/2021,SHOPIFY INC - CLASS A,SHOP,82509L107,2793.0,537498.00
2/18/2021,PAYPAL HOLDINGS INC,PYPL,70450Y103,11324.0,2180510.00
2/18/2021,EXACT SCIENCES CORP,EXAS,30063P105,96828.0,4223845.00
2/18/2021,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,7334.0,1411113.00
2/18/2021,DOCUSIGN INC,DOCU,256163106,10888.0,2094205.00
2/18/2021,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,57703.0,11108403.00
2/18/2021,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,18811.0,3619044.00
2/18/2021,UNITY SOFTWARE INC,U,91332U101,19057.0,3670155.00
2/18/2021,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,67496.0,4739166.00
2/18/2021,KE HOLDINGS INC,BEKE,482497104,31103.0,5987898.00
2/18/2021,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,17367.0,3341154.00
2/18/2021,SEA LTD-ADR,SE,81141R100,7220.0,1388541.00
2/18/2021,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,196900.0,7260857.00
2/18/2021,10X GENOMICS INC-CLASS A,TXG,88025U109,85993.0,1667639.00
2/18/2021,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,94127065.46000001,301730434.75
2/18/2021,REGENERON PHARMACEUTICALS,REGN,75886F107,3059.0,588029.00
2/18/2021,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,15998.0,3078088.00
2/18/2021,PACCAR INC,PCAR,693718108,14782.0,2846281.00
2/18/2021,SYNOPSYS INC,SNPS,871607107,4940.0,950202.00
2/18/2021,TERADYNE INC,TER,880770102,5701.0,1095553.00
2/18/2021,SNAP INC - A,SNAP,83304A106,12065.0,2320936.00
2/18/2021,PINTEREST INC- CLASS A,PINS,72352L106,8417.0,1619914.00
2/18/2021,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,9519.0,1830830.00
2/18/2021,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,5274700.0,5274700.00
2/18/2021,FATE THERAPEUTICS INC,FATE,31189P102,39897.0,1166709.00
2/18/2021,BEAM THERAPEUTICS INC,BEAM,07373V105,61992.0,533847.00
