date,company,ticker,cusip,change,new_shares
3/4/2021,SQUARE INC - A,SQ,852234103,266809.0,6183096.00
3/4/2021,ROKU INC,ROKU,77543R102,105758.0,3447081.00
3/4/2021,TELADOC HEALTH INC,TDOC,87918A105,256102.0,6235363.00
3/4/2021,ZILLOW GROUP INC - C,Z,98954M200,297948.0,5370944.00
3/4/2021,SHOPIFY INC - CLASS A,SHOP,82509L107,26746.0,610583.00
3/4/2021,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,129543.0,1930564.00
3/4/2021,UNITY SOFTWARE INC,U,91332U101,297440.0,4816363.00
3/4/2021,BEAM THERAPEUTICS INC,BEAM,07373V105,155084.0,1988757.00
3/4/2021,FATE THERAPEUTICS INC,FATE,31189P102,222715.0,1729503.00
3/4/2021,BERKELEY LIGHTS INC,BLI,084310101,777991.0,1339159.00
