date,company,ticker,cusip,change,new_shares
3/3/2021,TESLA INC,TSLA,88160R101,55476.0,3555124.00
3/3/2021,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,37676.0,2824335.00
3/3/2021,BAIDU INC - SPON ADR,BIDU,056752108,44184.0,2958503.00
3/3/2021,CRISPR THERAPEUTICS AG,CRSP,H17182108,98489.0,5759421.00
3/3/2021,INVITAE CORP,NVTA,46185L103,272212.0,16561960.00
3/3/2021,PAYPAL HOLDINGS INC,PYPL,70450Y103,931425.0,2477469.00
3/3/2021,EXACT SCIENCES CORP,EXAS,30063P105,121340.0,4598274.00
3/3/2021,TWILIO INC - A,TWLO,90138F102,19004.0,1381164.00
3/3/2021,DOCUSIGN INC,DOCU,256163106,26154.0,2096508.00
3/3/2021,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,574829.0,5054323.00
3/3/2021,PURE STORAGE INC - CLASS A,PSTG,74624M102,495807.0,20227539.00
3/3/2021,PROTO LABS INC,PRLB,743713109,26466.0,2950141.00
3/3/2021,TWIST BIOSCIENCE CORP,TWST,90184D100,109052.0,2993863.00
3/3/2021,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,259179.0,11120484.00
3/3/2021,KE HOLDINGS INC,BEKE,482497104,81050.0,5985657.00
3/3/2021,INTELLIA THERAPEUTICS INC,NTLA,45826J105,98121.0,6125900.00
3/3/2021,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,105034.0,4725493.00
3/3/2021,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,269446.0,3020796.00
3/3/2021,PAGERDUTY INC,PD,69553P100,105984.0,7165504.00
3/3/2021,LENDINGTREE INC,TREE UW,52603B107,68406.0,1161540.00
3/3/2021,SEA LTD-ADR,SE,81141R100,21438.0,1134901.00
3/3/2021,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,70784.0,7268797.00
3/3/2021,2U INC,TWOU,90214J101,124870.0,7642438.00
