date,company,ticker,cusip,change,new_shares
2/24/2021,TESLA INC,TSLA,88160R101,3884.0,3528907.00
2/24/2021,ROKU INC,ROKU,77543R102,4072.0,3701647.00
2/24/2021,SQUARE INC - A,SQ,852234103,540022.0,5652445.00
2/24/2021,TELADOC HEALTH INC,TDOC,87918A105,5464.0,4964430.00
2/24/2021,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,3084.0,2803439.00
2/24/2021,BAIDU INC - SPON ADR,BIDU,056752108,3084.0,2802507.00
2/24/2021,ZILLOW GROUP INC - C,Z,98954M200,5540.0,5035574.00
2/24/2021,SHOPIFY INC - CLASS A,SHOP,82509L107,588.0,534117.00
2/24/2021,PAYPAL HOLDINGS INC,PYPL,70450Y103,2708.0,2459190.00
2/24/2021,EXACT SCIENCES CORP,EXAS,30063P105,4620.0,4197320.00
2/24/2021,TWILIO INC - A,TWLO,90138F102,1508.0,1370917.00
2/24/2021,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,1544.0,1402235.00
2/24/2021,DOCUSIGN INC,DOCU,256163106,2303.0,2081037.00
2/24/2021,UNITY SOFTWARE INC,U,91332U101,4780.0,4344296.00
2/24/2021,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,12148.0,11038458.00
2/24/2021,KE HOLDINGS INC,BEKE,482497104,6548.0,5950220.00
2/24/2021,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,5228.0,4749365.00
2/24/2021,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,3652.0,3320128.00
2/24/2021,10X GENOMICS INC-CLASS A,TXG,88025U109,17450.0,1826119.00
2/24/2021,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,2560.0,2325734.00
2/24/2021,SEA LTD-ADR,SE,81141R100,1356.0,1231015.00
2/24/2021,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,7940.0,7215175.00
2/24/2021,REGENERON PHARMACEUTICALS,REGN,75886F107,644.0,584326.00
2/24/2021,PACCAR INC,PCAR,693718108,3112.0,2828360.00
2/24/2021,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,3364.0,3058718.00
2/24/2021,SYNOPSYS INC,SNPS,871607107,1040.0,944222.00
2/24/2021,TERADYNE INC,TER,880770102,1211.0,1088664.00
2/24/2021,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,2015.0,1819318.00
2/24/2021,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,5783.0,5241522.00
2/24/2021,PINTEREST INC- CLASS A,PINS,72352L106,1772.0,1609725.00
2/24/2021,TWITTER INC,TWTR,90184L102,2056.0,1869381.00
2/24/2021,FATE THERAPEUTICS INC,FATE,31189P102,1484.0,1348263.00
2/24/2021,BEAM THERAPEUTICS INC,BEAM,07373V105,191746.0,1019262.00
