date,company,ticker,cusip,change,new_shares
3/2/2021,TESLA INC,TSLA,88160R101,3342.0,1119750.00
3/2/2021,SQUARE INC - A,SQ,852234103,5106.0,1710109.00
3/2/2021,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,25545.0,8556875.00
3/2/2021,TELADOC HEALTH INC,TDOC,87918A105,4602.0,1541451.00
3/2/2021,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,2922.0,978540.00
3/2/2021,SHOPIFY INC - CLASS A,SHOP,82509L107,669.0,224596.00
3/2/2021,ROKU INC,ROKU,77543R102,2247.0,752652.00
3/2/2021,TWITTER INC,TWTR,90184L102,9741.0,3263157.00
3/2/2021,PAYPAL HOLDINGS INC,PYPL,70450Y103,68948.0,839504.00
3/2/2021,NETFLIX INC,NFLX,64110L106,1143.0,382406.00
3/2/2021,OPENDOOR TECHNOLOGIES INC,OPEN,683712103,19908.0,6668862.00
3/2/2021,BAIDU INC - SPON ADR,BIDU,056752108,1978.0,663654.00
3/2/2021,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,4470.0,1497133.00
3/2/2021,TWILIO INC - A,TWLO,90138F102,1281.0,429151.00
3/2/2021,ZILLOW GROUP INC - C,Z,98954M200,3060.0,1025215.00
3/2/2021,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,1269.0,425277.00
3/2/2021,NVIDIA CORP,NVDA,67066G104,867.0,290612.00
3/2/2021,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,4876.0,1634239.00
3/2/2021,AGORA INC-ADR,API,00851L103,6960.0,2331370.00
3/2/2021,JD.COM INC-ADR,JD,47215P106,231059.0,1366305.00
3/2/2021,DOCUSIGN INC,DOCU,256163106,1668.0,558507.00
3/2/2021,UNITY SOFTWARE INC,U,91332U101,3573.0,1196869.00
3/2/2021,KE HOLDINGS INC,BEKE,482497104,5715.0,1914399.00
3/2/2021,SEA LTD-ADR,SE,81141R100,1449.0,485439.00
3/2/2021,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,14641.0,4905367.00
3/2/2021,TRADE DESK INC/THE -CLASS A,TTD,88339J105,425.0,141133.00
3/2/2021,FASTLY INC - CLASS A,FSLY,31188V100,4596.0,1539232.00
3/2/2021,DRAFTKINGS INC - CL A,DKNG,26142R104,4374.0,1465385.00
3/2/2021,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,2037.0,682321.00
3/2/2021,PINTEREST INC- CLASS A,PINS,72352L106,3550.0,1190257.00
3/2/2021,HUBSPOT INC,HUBS,443573100,522.0,175225.00
3/2/2021,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,3606.0,1208080.00
3/2/2021,ADYEN NV-UNSPON ADR,ADYEY,00783V104,5739.0,1922506.00
3/2/2021,SNAP INC - A,SNAP,83304A106,4158.0,1392879.00
3/2/2021,ADOBE INC,ADBE,00724F101,555.0,185804.00
3/2/2021,PELOTON INTERACTIVE INC-A,PTON,70614W100,2191.0,734931.00
3/2/2021,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,2031.0,680241.00
3/2/2021,MERCADOLIBRE INC,MELI,58733R102,150.0,49947.00
3/2/2021,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,1071.0,358747.00
3/2/2021,SYNOPSYS INC,SNPS,871607107,933.0,312850.00
3/2/2021,CLOUDFLARE INC - CLASS A,NET,18915M107,3021.0,1011929.00
3/2/2021,ATLASSIAN CORP PLC-CLASS A,TEAM,G06242104,915.0,306261.00
3/2/2021,OKTA INC,OKTA,679295105,762.0,255239.00
3/2/2021,SKILLZ INC,SKLZ,83067L109,5382.0,1802563.00
3/2/2021,NANO DIMENSION LTD - ADR,NNDM,63008G203,18069.0,6051991.00
3/2/2021,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,4584402.759999998,23280635.13
